Sr_No,video_Title,video_description,likes,video_url
20,PCA Indepth Geometric And Mathematical InDepth Intuition ML Algorithms,,286,https://www.youtube.com/watch?v=H99JRtDDnvk
21,I Used Chatgpt To Create My Own Private Web Browser,,479,https://www.youtube.com/watch?v=cTkPug1q8Pk
22,Data Collection Stratergy For Machine Learning Projects With API's- RapidAPI,Millions of developers use the RapidAPI platform to build use and share thousands of APIsYour development teams partners and customers can discover and connect to your APIs — all from a single next-generation API Platform. RapidAPI Enterprise can be customized to match your c,444,https://www.youtube.com/watch?v=G7W1LzhbfGE
23,Why To Choose Data Science As A Career In 2023?,Data science is a rapidly growing field with many job opportunities in a variety of industries. Organizations are increasingly recognizing the value of data in informing their decision-making and as a result there is a high demand for professionals with the skills to collect analyze and interpre,788,https://www.youtube.com/watch?v=dcGwuETxhrk
24,The Ultimate 2023 Data Analyst Roadmap: From Zero to Hero|Krish Naik,,1.7K,https://www.youtube.com/watch?v=xSCeY4dg17Y
25,Top 6 CI/CD Tools for MLOPS Engineers,We at PW Skills are happy to announce below Data Science BatchImpact Batch:- Data-Science-Masters (Full Stack Data Science),217,https://www.youtube.com/watch?v=5tjk-wecXLc
26,6 Months Data Science RoadMap 2023,,2.3K,https://www.youtube.com/watch?v=NWzbdWf7Yts
27,Create Amazing Data Science Resume Using ChatGPT- Try It Out,We at PW Skills are happy to announce below Data Science BatchImpact Batch:- Data-Science-Masters (Full Stack Data Science),679,https://www.youtube.com/watch?v=QLs5qXJvaEQ
28,Amazing Data Science Content In 2023,We at PW Skills are happy to announce below Data Science BatchImpact Batch:- Data-Science-Masters (Full Stack Data Science),720,https://www.youtube.com/watch?v=P99OTAXqowo
29,Amazing Things That ChatGPT Can Do!!,,409,https://www.youtube.com/watch?v=Wj_SPwjqFxE
30,A New Revolution For Tech Education | Democratizing The Future of Education,As per our commitment to delivering technology-related knowledge we are happy to announcePW Skills is collaborating with iNeuron a tech-centric ed-tech organization to revolutionize th,477,https://www.youtube.com/watch?v=Gd2B3kUE6Y4
31,One Thing You Need To Acquire To Learn Any Technology- Must Watch,As we have come to the year end all the courses in ineuron will be available at 50% off. Utilize this opportunity and share it with your friends. ,874,https://www.youtube.com/watch?v=leW-sM3Gr-I
32,Black Friday Sales 50% off On All Courses And Mobile App Announcement @iNeuroniNtelligence,As we have come to the year end all the courses in ineuron will be available at 50% off. Utilize this opportunity and share it with your friends. ,157,https://www.youtube.com/watch?v=zLYy195oIIY
33,All Possible Ways To Apply Jobs In Data Science Industry,Last 4 days for the launch of  new Machine Learning BootcampStart Date:,1K,https://www.youtube.com/watch?v=VbaJ7eL9qFM
34,Companies That Are Hiring Aggressively For Data Science or Data Analytics Roles,,2.3K,https://www.youtube.com/watch?v=VpkM6IiaJVU
35,Best MLOPS Architecture For Data Science Projects,Check out best courses in ineuron With 30% off on this festive offerDISCOUNT CODE - KRISH30DISCOUNT LINK:-,360,https://www.youtube.com/watch?v=UyKjK0DnTaE
36,Full Stack Data Analytics 2.0 Live Batch- Best Course For Data Analyst,Last 2 days for the launch of  new Full Stack Data Analytics 2.0 with Placement AssistanceDate : 12th November,194,https://www.youtube.com/watch?v=cLHM0BNC_No
37,When Are We Launching iNeuron Mobile App- Both IOS And Android,Last 3 days for the launch of  new Full Stack Data Analytics 2.0 with Placement AssistanceDate : 12th November,272,https://www.youtube.com/watch?v=yrdPuJO31BE
38,Is Recession Coming? What You Should Do?,,2.9K,https://www.youtube.com/watch?v=X9i8TtfaI8A
39,Don't Panic While Learning Data Science😨😨😨😨,,1.6K,https://www.youtube.com/watch?v=Pr_lgM4Yqb4
40,Now Developing Your Deep Learning Application Is Easy Using Neurolab,,216,https://www.youtube.com/watch?v=ECxPOgjz_B8
41,I have Become A Recording Machine For Data Science 😎😎😎😎,,708,https://www.youtube.com/watch?v=39JpUMAJHCQ
42,ML Project Implementation And Deployment Using NeuroLab @iNeuroniNtelligence,,222,https://www.youtube.com/watch?v=-onwtlyBeZo
43,NeuroLab Virtual Coding Lab Is Live🌟🌟 - Live Demo @iNeuroniNtelligence,,743,https://www.youtube.com/watch?v=4ARikPDfelQ
44,The Best Course For Data Science Starters With Neuro Lab @iNeuroniNtelligence,Check out best courses in ineuron With 30% off on this festive offerDISCOUNT CODE - KRISH30DISCOUNT LINK:-,214,https://www.youtube.com/watch?v=LDjtAGUvREk
45,We Are Working Hard For The Virtual Lab @iNeuroniNtelligence Happy Diwali All,Happy Diwali Everyone.,360,https://www.youtube.com/watch?v=O0hwpT_I19w
46,Need All Your Help To Test NeuroLabs Coding Platform Today At 6pm,,248,https://www.youtube.com/watch?v=8LP3s5rN70o
47,Scikit-Learn and Hugging Face Bhai Bhai👬👬,,283,https://www.youtube.com/watch?v=5iIED6SdeFk
48,The Best Course For Data Analyst,Hello GuysWe at @iNeuron Intelligence  are happy to announce the most requested batch of the year i.e the Full Stack Data Analytics 2.0. This batch is starting from 12th November 2022 with class timings ,285,https://www.youtube.com/watch?v=sOEGU_UWQUw
49,We Have An Amazing Gift For Every Developers And Coders @iNeuroniNtelligence,Hello GuysWe at @iNeuron Intelligence  are happy to announce the most requested batch of the year i.e the Full Stack Data Analytics 2.0. This batch is starting from 12th November 2022 with class timings ,4.9K,https://www.youtube.com/watch?v=McBWLEoY9fk
50,Live Full Stack Data Analytics Bootcamp 2.0 Course For Data Analyst @iNeuroniNtelligence,Hello GuysWe at @iNeuron Intelligence  are happy to announce the most requested batch of the year i.e the Full Stack Data Analytics 2.0. This batch is starting from 12th November 2022 with class timings ,301,https://www.youtube.com/watch?v=_8TJTi3WMjw
51,Power Of Internship For Your First Data Science Job- Transition Story Of Rohan,,800,https://www.youtube.com/watch?v=CLvqX15_UA4
52,RoadMap For 30 Days Data Science Interview Preparation With Materials @iNeuroniNtelligence,,1.8K,https://www.youtube.com/watch?v=QnDIY-nRHPw
53,@GitHub Sent Me These Amazing Gifts As A Github Star 🌟,Hello GuysIn thi video I will be giving you a tour of my home office and showing you all the gifts shared by github as a github star.,253,https://www.youtube.com/watch?v=KEU-uoI0zRw
54,Resume Discussion To Crack Data Science Jobs For Freshers- Just Follow The Process,,1.3K,https://www.youtube.com/watch?v=wr6Abu-aDsA
55,New Research-How To Stay Updated In AI-Action And Text To Motion Models Using AI,iNeuron has launched a new Dussehra offer SPECIAL 30% OFF across all iNeuron products such as job guarantee courses & worlds first OTT platform for education (200+ Courses),166,https://www.youtube.com/watch?v=SvgOCCwsroY
56,Do Not Miss This Opportunity From @iNeuroniNtelligence - Start Getting Skilled,iNeuron has launched a new Dussehra offer SPECIAL 30% OFF across all iNeuron products such as job guarantee courses & worlds first OTT platform for education (200+ Courses),178,https://www.youtube.com/watch?v=lO01XcR-gH0
57,Amazing AI Use Cases-Google Cloud ML Increases On Time Flight Using Wind Forecasting,,238,https://www.youtube.com/watch?v=pRbW2G4rVrw
58,Complete RoadMap To Learn AIOPS or MLOPS,You can still join the Data Science Industry Ready Projects Course which started on 24th September. In this course we will be learning how to implement end to end data science projects with deployments data pipeline implementation ml pipeline implementation.Check out the course below and av,818,https://www.youtube.com/watch?v=f8AtpzmRzFc
59,This Is How We Teach In Ineuron: Introduction Session Industry Ready Projects,,301,https://www.youtube.com/watch?v=OK-7VsVVejg
60,Data Science Industry Ready Project Course Announcement For Everyone-24th September,,468,https://www.youtube.com/watch?v=5W9QiJo95Ws
61,Detailed Interview Process To Crack FAANG Companies- Ft:@PriyaBhatia,,217,https://www.youtube.com/watch?v=IesLltOZZhY
62,Roadmap To Crack Your First Data Science Job,Hello AllToday we are Launching Full Stack Data Scientist Bootcamp 2.0 With job guaranteed starting from September 17th 2022 from 03:00 PM to 06:00 PM (IST) Saturday - Sunday and 6pm-8pm will ,988,https://www.youtube.com/watch?v=V20ZZt8lVxM
63,Detailed Roadmap To Learn Data Stuctures And Algorithms Ft: @PriyaBhatia,,669,https://www.youtube.com/watch?v=IX4QhQlJoDg
64,Data Science Jobs And Salary Are Booming!! Watch This Video To Know How?,,1K,https://www.youtube.com/watch?v=QZMWr0BOeQA
65,How 5 Years Career Gap Student Made A Transition to Data Science- Ft: @iNeuroniNtelligence,,819,https://www.youtube.com/watch?v=FzwJoHawwwI
66,Last Day To Avail 30% off On All Courses @iNeuroniNtelligence,Today is the last day for the offering of 30% off on all the courses  @iNeuron Intelligence  . Use Krish30 as the coupon code. Happy Learning!!Check out all the courses link below. This offer is valid till 11th September,75,https://www.youtube.com/watch?v=2CRY5BYf-js
67,Why Statistics Is Super Important For Data Science? Must Watch,,429,https://www.youtube.com/watch?v=pZakG-kIt_o
68,Solving FAANG DSA Interview Questions With Its Implementation,,162,https://www.youtube.com/watch?v=4VVhwfVf1k8
69,End To End Data Science Industry Ready Projects Course Announcement- Be Industry Ready⭐⭐⭐⭐,Happy Teacher's Day. On the occasion of this auspicious day we at @iNeuron Intelligence are offering 30% off on all the courses. Use Krish30 as the coupon code. Happy Learning!!Check out all the courses link below. This offer is valid till 11th September,377,https://www.youtube.com/watch?v=ngBPXUaScCw
70,Neuro Labs Demo-Dont Worry About High Configuration Laptops @iNeuroniNtelligence,FSDS BootCamp 2.0 Course Link: bit.ly/3qalRaFHappy Teacher's Day. On the occasion of this auspicious day we at @iNeuron Intelligence are offering 30% off on all the courses. Use Krish30 as the coupon code. Happy Learning!!,215,https://www.youtube.com/watch?v=dPARXQO8dkw
71,Full Stack Data Science Bootcamp 2.0 With Job Guaranteed Course Announcement,FSDS BootCamp 2.0 Course Link: bit.ly/3qalRaFHappy Teacher's Day. On the occasion of this auspicious day we at @iNeuron Intelligence are offering 30% off on all the courses. Use Krish30 as the coupon code. Happy Learning!!,370,https://www.youtube.com/watch?v=tpXu2DnK9HA
72,Messages From Our Students -Teachers Day@Telusko @saurabhexponent1 @HiteshChoudharydotcom @MahatmajiTechnical,Happy Teacher's Day. On the occasion of this auspicious day we at @iNeuron Intelligence are offering 30% off on all the courses. Use Krish30 as the coupon code. Happy Learning!!,125,https://www.youtube.com/watch?v=58RsdQXG0IA
73,Announcing NeuroLab- World's First Free Community Coding Platform Ft: @iNeuroniNtelligence,In the Neurolabs we will be providing access to amazing IDE's such as jupyterlab vscode and soon we will be coming up with mysqlcassandraAWSAzure and many more.Visit ineuron.ai,1K,https://www.youtube.com/watch?v=oUlAJe4Tp8o
74,Complete RoadMap To Learn Computer Vision,In this video we are going to dicuss about the complete roadmap to learn computer vision with help of amazing libraries like opencv python tensorflow.Computer vision is a subfield of Artificial Intelligence which aims to make machines intellige,606,https://www.youtube.com/watch?v=jLcuVu5xdDo
75,Hyperparameter Tuning Using Machine Learning Pipelines,,266,https://www.youtube.com/watch?v=82fPl5l0vXY
76,Solve this Data Science Interview Question From Product Based Company,Solve this Data Science interview question of Product based company-------------------------------------------------------------------------------------------------------------All Playlist in my channel,245,https://www.youtube.com/watch?v=bDJkMOvhAmc
77,FAANG Interview DSA Series-Heap SortBinary TreeMin Heap and Max Heap Tree AND Interview Questions,,137,https://www.youtube.com/watch?v=AxALCZMo01Y
78,Implementing Machine Learninng Pipelines USsing Sklearn And Python,,833,https://www.youtube.com/watch?v=HZ9MUzCRlzI
79,FAANG DSA Series-Discussing Sorting Algorithms-Selection Bubble and Insertion Sort- Ft Priya Bhatia,In this video we will be discussing about all the sorting algorithms such as selection sor bubble sort and insertion sort.Do subscribe Priya Youtube channel for more DSA videos.,108,https://www.youtube.com/watch?v=h9pB1RaTa2U
80,End To End Machine Learning Project Implementation With DockersGithub Actions And Deployment,,3.5K,https://www.youtube.com/watch?v=MJ1vWb1rGwM
81,How To Prepare And Overcome Fear In Maths For Data Science- Follow This Approach,In this video I will talk about how we can overcome our fear and prepare  with maths for data science.-------------------------------------------------------------------------------------------------------------All Playlist in my channel,293,https://www.youtube.com/watch?v=Pp6CO2_YEDE
82,DSA-Discussing All Search Algorithms With Interview Based Questions- Ft: Priya Bhatia,,337,https://www.youtube.com/watch?v=-se8_ESCUTQ
83,Trackersheet That Can Make You From Zero To HERO In Data Science,,1K,https://www.youtube.com/watch?v=qJJEf6p8xH0
84,Cracking Data Science Interview Is Easy By This Approach!! Solve this Problem,In this video we will discuss about the recent interview experience of one of my subscriber and student of ineuron whi cracked a job in product based company and yes he cracked it.Check out our 30 days Data Science Interview course,786,https://www.youtube.com/watch?v=VC2BL_ChGeg
85,Just Watch!!,,599,https://www.youtube.com/watch?v=C0KW4MvNbIQ
86,Meet My Son Krishiv Naik @krishivnaikvlogs8998,,1.7K,https://www.youtube.com/watch?v=JneXvhlJW_k
87,Quick CheatSheet To Prepare For Statistics For Data Analyst And Data Scientist,,1.1K,https://www.youtube.com/watch?v=ITyGQpyMV_w
88,How To Get 1cr Data Scientist Package?,This was just an experimentation video to check how many people will click this link------------------------------------------------------------------------------------------------------------------------All Playlist in my channel,1.1K,https://www.youtube.com/watch?v=8-tyWaOFBPU
89,Data Science Mock Interview iNeuron FSDS Batch With Feedbacks,This was the recent data science mock interview conducted from ineuron FSDS Batch ------------------------------------------------------------------------------------------------------------------------All Playlist in my channel,467,https://www.youtube.com/watch?v=uwQYAH5MC8c
90,Use This Way Of Training Machine Learning Models For Efficiency,Check our coursesTechNeuron: 200+courses Lifetime Warranty,1.2K,https://www.youtube.com/watch?v=7uLzGRlXXDw
91,3 Months Updated RoadMap To Learn Machine Learning With Videos And Materials,,736,https://www.youtube.com/watch?v=9di4_ZJqawU
92,Huge Announcement-Access 250+ Recorded And Live Tech Courses For Lifetime-Limited Offer,On this auspicious day we at iNeuron.ai have made the Tech Neuron available for lifetime access for the next 7 days. We as a team want to contribute to our country by educating Indians at an affordable price and with excellent quality content🙌🏻,162,https://www.youtube.com/watch?v=g9o4_ua2Gv0
93,Visualizing High Dimension Data Using UMAP Is A Piece Of Cake Now,,559,https://www.youtube.com/watch?v=015vL0cJfA0
94,Advance NLP Series Announcement- Happy 76th Independence Day,,357,https://www.youtube.com/watch?v=gfvil_XC-kE
95,DSA Series-Lets Become a Pro In Queues Data Structures,A Queue is a linear structure which follows a particular order in which the operations are performed. The order is First In First Out (FIFO). A good example of a queue is any queue of consumers for a resource where the consumer that came first is served first. The difference between stacks and queue,127,https://www.youtube.com/watch?v=k2pofjdxkZ8
96,DSA Series-Lets Become a Pro In Stacks Data Structures,Stack is a linear data structure which follows a particular order in which the operations are performed. The order may be LIFO(Last In First Out) or FILO(First In Last Out).There are many real-life examples of a stack. Consider an example of plates stacked over on,212,https://www.youtube.com/watch?v=A3Xx8qaH8CQ
97,How I Easily Optimized My Blogging Website In Minutes With 10Web Booster,In this video I've shown you how a SIMPLE WordPress Plugin will do for your website! With this easy tool at your fingertips in a matter of clicks your page speed score will be over 90+.,60,https://www.youtube.com/watch?v=uqbIXNKL2OA
98,Automate EDA And Python Coding Using Mito Library,,323,https://www.youtube.com/watch?v=iyrEVohGQMM
99,Let's Crack Any Data Structures And Algorithms Interviews- Amazing Announcement,,527,https://www.youtube.com/watch?v=r_NxVNbA034
100,Can You Solve These Data Science Usecases?,Usecases:1. Product Recommendation2. Facil Recognition And Product Recommendation,306,https://www.youtube.com/watch?v=ux1LX83ql_M
101,General Doubts And Queries Everybody Have Before Starting Data Science ML And AI,In this video I am going to dicuss about the common queries that many people have before starting Data scienceML and AI---------------------------------------------------------------------------------------------------------,256,https://www.youtube.com/watch?v=IaDS2y6hVUc
102,History Of Machine Learning- Dicussing The Entire Timeline,Machine learning was first conceived from the mathematical modeling of neural networks. A paper by logician Walter Pitts and neuroscientist Warren McCulloch published in 1943 attempted to mathematically map out thought processes and decision making in human cognition.,581,https://www.youtube.com/watch?v=m_nQM_AkVfY
103,You Need Not Learn Everything In Data Science- Honest Talks,,767,https://www.youtube.com/watch?v=-rw3TtDCVRE
104,Getting Started With Dockers- All Basics Command Covered In 1 Video,Docker container technology was launched in 2013 as an open source Docker Engine.It leveraged existing computing concepts around containers and specifically in the Linux worl,156,https://www.youtube.com/watch?v=vnAN9pmgc2g
105,Out Of Bag Evaluation(OOB) And OOB Score Or Error In Random Forest,Out-of-bag (OOB) error also called out-of-bag estimate is a method of measuring the prediction error of random forests boosted decision trees and other machine learning models utilizing bootstrap aggregating (bagging). Bagging uses subsampling with replacement to create training sampl,176,https://www.youtube.com/watch?v=fXfs_6o_hOs
106,Part 3-Git And Github Series- Resolving Git Branch Merge Conflicts In Simple Steps With Commands,Git is the free and open source distributed version control system that's responsible for everything GitHub related that happens locally on your computer.With platform specific installers for Git GitHub also provides the,148,https://www.youtube.com/watch?v=J_TLvwNYliM
107,How To Deploy Machine Learning Models Using Docker And Github Action In Heroku,,678,https://www.youtube.com/watch?v=Gs15V79cauo
108,Part 2-Git And Github Series- Git MergePush Checkout And Log With Commands,Git is the free and open source distributed version control system that's responsible for everything GitHub related that happens locally on your computer.With platform specific installers for Git GitHub also provides the,178,https://www.youtube.com/watch?v=SMqxisMGfYM
109,Part 1-Git And Github Series- Introduction Installation Of Git And Understanding Basic Commands,Git is the free and open source distributed version control system that's responsible for everything GitHub related that happens locally on your computer.With platform specific installers for Git GitHub also provides the,500,https://www.youtube.com/watch?v=GW7B6vwktPA
110,How To Apply Jobs From iNeuron Job Portal,,181,https://www.youtube.com/watch?v=Xii_iU9drSU
111,Announcing iNeuron Job Portal-Now Start Applying Jobs,,510,https://www.youtube.com/watch?v=x_6EkOA3eNk
112,Blockchain Hackathon 5.0 In Collaboration With Neo @iNeuroniNtelligence @Telusko,,64,https://www.youtube.com/watch?v=8M1d8C5Dzug
113,Can We Have Multiple Constructors In Python?,,277,https://www.youtube.com/watch?v=2_FqpMbKxf8
114,Announcing Job Guaranteed Full Stack Javascript Web Developer @HiteshChoudharydotcom |July 10th,,128,https://www.youtube.com/watch?v=4-QDspUXS9A
115,Announcing Job Guaranteed Big Data Bootcamp @iNeuroniNtelligence @shashank_mishra,,310,https://www.youtube.com/watch?v=DIvvHPO1Tyo
116,Biggest Announcement In Techneuron OTT Platform @iNeuroniNtelligence,Hello GuysAn Amazing announcement for you all. All the Live Courses that are going to come in iNeuron in the future will also be available in the TechNeuron under just 1 subscription. Currently we have 2,243,https://www.youtube.com/watch?v=41jyTiVDZ_k
117,Pro Tips For Data Science Interviews- Part 1,,388,https://www.youtube.com/watch?v=ZxAK52MAFI8
118,Hackathon 3.0 In Collaboration With Mu Sigma,,160,https://www.youtube.com/watch?v=ZphT1SdwLr0
119,Complete Statistics For Data Science In 6 hours By Krish Naik,Statistics is the discipline that concerns the collection organization analysis interpretation and presentation of data. In applying statistics to a scientific industrial or social problem it is conventional to begin with a statistical population or a statistical model to be studied,4.2K,https://www.youtube.com/watch?v=LZzq1zSL1bs
120,Upcoming Affordable Tech Courses From @iNeuroniNtelligence,,218,https://www.youtube.com/watch?v=T8bRC-tfyf8
121,Hackathon In Collaboration With Jetbrains,,127,https://www.youtube.com/watch?v=p4VJ6TBd-dw
122,Prerequisites For NLP Live Community Session For ML And DL,,534,https://www.youtube.com/watch?v=kI8aOYA_G7k
123,Announcing NLP Live community Sessions,,632,https://www.youtube.com/watch?v=w3coRFpyddQ
124,Podcast With Shishir Chandra On System Design at MAANG,Systems design is the process of defining the architecture product design modules interfaces and data for a system to satisfy specified requirements. Systems design could be seen as the application of systems theory to product development.,95,https://www.youtube.com/watch?v=RltGhq5pCSE
125,How To Be Consistent While Learning Data Science?,One of the biggest challenges facing aspiring data scientists is consistency. If you are able to acquire incremental knowledge and skills in data science on a consistent basis you’ll be amazed at how much knowledge you’ll accrue in a year or two.,710,https://www.youtube.com/watch?v=PNwRH0Tkin0
126,Importance Of Cybersecurity For Data Scientist,,482,https://www.youtube.com/watch?v=Hws-aaCFh5A
127,Complete Exploratory Data Analysis And Feature Engineering In 3 Hours| Krish Naik,,2.1K,https://www.youtube.com/watch?v=fHFOANOHwh8
128,Automate Financial Data Analysis Using Mito,,204,https://www.youtube.com/watch?v=_qns42BYpik
129,Life At IIt's| AI @ IIT Hyderabad| Podcast With Priya Bhatia,Artificial intelligence (AI) refers to the simulation of human intelligence in machines that are programmed to think like humans and mimic their actions. The term may also be applied to any machine that exhibits traits associated with a human mind such as learning and problem-solving.,280,https://www.youtube.com/watch?v=ouH2L639QDk
130,Announcing Data Science MLDLAI Videos In Hindi @krishnaikhindi,,380,https://www.youtube.com/watch?v=lNckoqrRFbU
131,@iNeuroniNtelligence First Offline 24 hrs Hackathon With Github Community Partner,,212,https://www.youtube.com/watch?v=U7IAvO83HFs
132,Big Data Engineering RoadMap And FAANG Interview Process,,912,https://www.youtube.com/watch?v=97UYEiXRutI
133,Complete Machine Learning In 6 Hours| Krish Naik,,5.7K,https://www.youtube.com/watch?v=JxgmHe2NyeY
134,Why the Journey Matters More Than Your Goal|Motivation,,404,https://www.youtube.com/watch?v=_4zRe8qFSXY
135,Surprise Conversation With FSDS Batch Student|Sucessful Career Transition|Episode 2,Currently in iNeuron there are 3 main program that are going on. Full Stack Data science program with job guaranteed which started from May 6th(Price : 15k+ gst)-Lifetime Access,144,https://www.youtube.com/watch?v=ZEACIDuafEw
136,Podcast With Subham To Understand The Data Science Interview Process In FAANG,,918,https://www.youtube.com/watch?v=sRbiBoO9HNY
137,Deep Learning Indepth Tutorials In 5 Hours With Krish Naik,,2.4K,https://www.youtube.com/watch?v=d2kxUVwWWwU
138,Elasticnet Regression Machine Learning Algorithm Explained In Depth,Our Popular courses:- Fullstack data science job guaranteed program:-bit.ly/3JronjT,162,https://www.youtube.com/watch?v=2IAfQdAPdLY
139,Amazon Data Science Hiring Process- Part 2,Are you from a non technical or non programming background and you want tomake a career transition towards the data analytics industry.If YesiNeuron is coming up with a 6 months Live Full Stack Data Analytics Bootcamp with jo,422,https://www.youtube.com/watch?v=-JP3yjtK0M8
140,Suprise Call With iNeuron FSDS Students For Live Review-Episode 1,Are you from a non technical or non programming background and you want tomake a career transition towards the data analytics industry.If YesiNeuron is coming up with a 6 months Live Full Stack Data Analytics Bootcamp with jo,346,https://www.youtube.com/watch?v=Cf1BlqdIFU4
141,Finally Got The Github Codespace Access- Deploy Debug and Test Your App In Cloud In Seconds,,514,https://www.youtube.com/watch?v=xbk-VC1KxbA
142,6 Months Live Data Analytics Bootcamp With Placement Assistance,Are you from a non technical or non programming background and you want tomake a career transition towards the data analytics industry.If YesiNeuron is coming up with a 6 months Live Full Stack Data Analytics Bootcamp with jo,917,https://www.youtube.com/watch?v=ju1zNXYiMMo
143,Google I/O 2022 Announcements For AI/ML Developer Community|Must Watch Video,Google which held its developer conference I/O 2022 late Wednesday has doubled down on artificial intelligence (AI) and machine learning (ML) development. It is focusing not only on research but also product development.,508,https://www.youtube.com/watch?v=L_rzhKvVwUw
144,How To Crack Data Science Interviews In Amazon| Discussing The Entire Process,,1.1K,https://www.youtube.com/watch?v=OdT7wEchiL4
145,Best Practises Of Data Science Resume Making,,360,https://www.youtube.com/watch?v=DnPeNl5SOyI
146,iNeuron 2nd Courseathon Announcement- May 9th-June 9th,,190,https://www.youtube.com/watch?v=r1922zzd3_Q
147,Episode 1- Code Cash Show- Initiative To Give Back The Community,,237,https://www.youtube.com/watch?v=E_v1MHJ69wY
148,Pyscript|Run Python In Your HTML,PyScript is a framework that allows users to create rich Python applications in the browser using HTML’s interface. PyScript aims to give users a first-class programming language that has consistent styling rules is more expressive and is easier to learn.,676,https://www.youtube.com/watch?v=EZL-jobhKfo
149,Day 2- Live Deep Learning Community Sessions Announcement,,91,https://www.youtube.com/watch?v=eH9lq9y-OLQ
150,5 Days Live Deep Learning Community Session Announcement,,684,https://www.youtube.com/watch?v=8arGWdq_KL0
151,Importance Of POC Projects For Data Science Transition,Our Popular courses:- Fullstack data science job guaranteed program:- bit.ly/3JronjTTech Neuron OTT platform for Education:- bit.ly/3KsS3ye,534,https://www.youtube.com/watch?v=wQ-vslGMiKk
